layout_number,room_length_ft,room_breadth_ft,room_area_sqft,room_setup_type,num_windows,door_wall,window_wall_1,window_wall_2,total_price_npr,bed,table,chair,wardrobe,bookshelf,bedsidetable,dresser,dustbin,mirror
1569,13.13,11.61,152.44,standard,1,east,NA,north,27500,sb,mt,pc,hw,wb,NA,NA,di,NA
1570,12.83,13.55,173.85,standard,2,north,east,west,18100,sb,lt,mc,fw,NA,NA,NA,di,NA
1571,13.23,14.55,192.5,budget,2,east,south,north,10900,sb,mt,pc,fw,bb,NA,NA,di,NA
1572,9.33,11.73,109.44,standard,1,east,south,NA,18900,db,mt,mc,fw,wb,NA,NA,di,NA
1573,13.35,9.39,125.36,budget,2,east,north,west,21000,db,mt,pc,fw,NA,NA,NA,di,mr
1574,12.29,14.63,179.8,luxury,2,east,west,north,29500,kb,lt,ac,ww,bb,bt,dr,di,NA
1575,11.02,12.14,133.78,budget,1,north,NA,south,10400,sb,mt,pc,fw,NA,NA,NA,di,mr
1576,13.08,10.31,134.85,budget,1,south,north,NA,12400,sb,lt,mc,hw,NA,NA,NA,di,NA
1577,9.39,11.41,107.14,standard,1,north,NA,east,22200,db,lt,mc,fw,NA,NA,NA,di,mr
1578,14.81,14.3,211.78,budget,2,east,south,north,29800,sb,mt,mc,hw,wb,NA,NA,di,NA
1579,10.34,12.22,126.35,budget,1,north,NA,south,14800,sb,lt,mc,ww,NA,NA,NA,di,NA
1580,9.52,11.45,109,standard,1,east,south,NA,23900,sb,lt,mc,NA,wb,NA,NA,di,NA
1581,9.6,14.3,137.28,luxury,2,south,north,east,62300,db,lt,mc,hw,bb,NA,NA,di,NA
1582,13.26,13.08,173.44,luxury,2,east,west,south,33800,kb,mt,pc,ww,NA,bt,NA,di,mr
1583,9.26,12.34,114.27,luxury,1,north,NA,west,54900,sb,lt,ac,hw,bb,NA,dr,di,NA
1584,14.78,11.05,163.32,standard,2,west,east,south,12400,sb,mt,mc,ww,NA,NA,NA,di,mr
1585,13.25,11.84,156.88,standard,1,south,NA,west,23800,db,lt,mc,hw,NA,NA,NA,di,NA
1586,10.64,14.98,159.39,standard,2,north,west,south,18300,db,mt,mc,ww,NA,NA,NA,di,mr
1587,14.21,14.78,210.02,budget,2,west,north,south,11100,sb,mt,mc,fw,NA,NA,NA,di,NA
1588,11.83,12.26,145.04,standard,2,west,south,north,17800,sb,mt,pc,ww,NA,NA,NA,di,mr
1589,14.53,12.7,184.53,budget,2,south,west,north,10800,sb,mt,pc,hw,wb,NA,NA,di,NA
1590,14.91,9.9,147.61,standard,1,north,east,NA,25000,db,mt,mc,hw,NA,NA,NA,di,NA
1591,11.88,9.63,114.4,budget,1,north,NA,west,26800,db,mt,pc,fw,bb,NA,NA,di,mr
1592,9.2,9.47,87.12,budget,1,south,west,NA,15600,db,mt,pc,ww,wb,NA,NA,di,NA
1593,9.96,14.38,143.22,luxury,1,north,NA,south,68600,sb,mt,mc,ww,NA,bt,NA,di,NA
1594,11.85,12.86,152.39,luxury,1,north,east,NA,51400,db,lt,ac,fw,wb,NA,dr,di,mr
1595,13.04,11.99,156.35,luxury,2,south,east,west,53400,db,lt,ac,ww,wb,bt,NA,di,mr
1596,11.64,14.08,163.89,luxury,2,north,east,west,22700,db,lt,ac,hw,wb,bt,NA,di,NA
1597,13.02,14.95,194.65,luxury,2,south,east,north,55700,db,mt,ac,hw,NA,bt,dr,di,NA
1598,14.13,11.95,168.85,budget,2,south,east,west,11200,sb,mt,pc,hw,wb,NA,NA,di,NA
1599,11.39,14.15,161.17,budget,2,north,west,south,14800,db,mt,pc,fw,wb,NA,NA,di,mr
1600,13.97,11.59,161.91,budget,2,west,east,south,18600,db,mt,pc,fw,NA,NA,NA,di,NA
1601,14.07,13.83,194.59,standard,2,west,east,north,32400,db,mt,mc,fw,wb,NA,NA,di,NA
1602,10.08,9.53,96.06,budget,1,north,south,NA,25900,sb,mt,mc,NA,wb,NA,NA,di,NA
1603,14.21,11.73,166.68,standard,2,east,west,south,24400,db,lt,mc,ww,NA,NA,NA,di,mr
1604,13.38,9.94,133,budget,1,south,north,NA,10300,db,lt,mc,hw,bb,NA,NA,di,NA
1605,12.53,9.18,115.03,luxury,2,west,north,east,52600,sb,lt,ac,ww,wb,bt,dr,di,NA
1606,13.58,9.54,129.55,luxury,2,east,north,south,47600,db,lt,mc,fw,NA,NA,dr,di,NA
1607,12.27,9.03,110.8,budget,1,east,NA,west,10100,sb,mt,pc,fw,wb,NA,NA,di,NA
1608,12.86,13.56,174.38,budget,2,north,west,south,22200,db,mt,pc,fw,wb,NA,NA,di,mr
1609,12.48,12.2,152.26,budget,1,east,NA,south,20700,sb,lt,pc,ww,wb,NA,NA,di,NA
1610,11.28,10.18,114.83,standard,1,north,east,NA,26400,db,lt,mc,fw,NA,NA,NA,di,mr
1611,12.66,13.3,168.38,budget,2,north,south,west,17500,sb,lt,mc,fw,wb,NA,NA,di,NA
1612,14.51,11.55,167.59,budget,2,south,west,east,23200,sb,mt,pc,NA,NA,NA,NA,di,NA
1613,10.56,10.27,108.45,luxury,1,south,NA,north,30400,sb,lt,mc,ww,bb,bt,NA,di,NA
1614,10.01,13.42,134.33,standard,2,south,north,east,16900,db,lt,mc,fw,NA,NA,NA,di,mr
1615,9.35,9.85,92.1,standard,1,west,NA,north,15500,db,mt,pc,NA,wb,NA,NA,di,mr
1616,12.47,10.64,132.68,standard,2,south,north,east,30900,db,lt,mc,hw,bb,NA,NA,di,NA
1617,9.42,12.84,120.95,standard,2,west,south,east,10700,db,mt,ac,hw,bb,NA,NA,di,NA
1618,9.36,12.37,115.78,standard,2,west,north,south,22900,sb,lt,mc,fw,NA,NA,NA,di,mr
1619,14.89,11.85,176.45,budget,2,south,north,east,12100,db,lt,pc,ww,bb,NA,NA,di,NA
1620,13.53,9.77,132.19,budget,1,west,south,NA,15100,sb,mt,pc,fw,wb,NA,NA,di,NA
1621,10.83,11.38,123.25,standard,2,east,south,west,23500,sb,mt,mc,hw,wb,NA,NA,di,mr
1622,13.05,12.19,159.08,standard,2,south,east,north,18300,db,lt,mc,fw,NA,NA,NA,di,mr
1623,12.94,13.93,180.25,luxury,2,north,south,west,59800,kb,mt,mc,ww,NA,NA,NA,di,mr
1624,12.04,10.4,125.22,standard,2,north,south,east,11300,db,lt,pc,fw,NA,NA,NA,di,NA
1625,9.37,13.68,128.18,budget,1,south,NA,west,19300,sb,mt,pc,fw,NA,NA,NA,di,mr
1626,13.15,12.71,167.14,budget,2,west,east,south,23500,db,mt,pc,hw,bb,NA,NA,di,mr
1627,14.32,11.7,167.54,budget,2,north,west,south,10600,sb,mt,mc,fw,wb,NA,NA,di,mr
1628,12.6,13.09,164.93,luxury,2,west,east,north,73900,kb,lt,ac,NA,NA,NA,dr,di,mr
1629,11.73,14.07,165.04,standard,2,east,north,west,26200,sb,mt,pc,fw,NA,NA,NA,di,mr
1630,12.95,14.66,189.85,budget,2,south,north,east,11500,db,mt,mc,fw,NA,NA,NA,di,NA
1631,12.91,12.68,163.7,luxury,2,west,east,south,47100,kb,lt,mc,hw,NA,bt,dr,di,NA
1632,11.77,14.95,175.96,budget,2,west,east,north,18400,db,mt,pc,fw,NA,NA,NA,di,NA
1633,9.13,9.49,86.64,budget,1,west,NA,south,12800,db,mt,pc,fw,wb,NA,NA,di,mr
1634,12,14.37,172.44,luxury,2,south,north,west,56800,kb,mt,ac,hw,NA,NA,NA,di,mr
1635,14.57,10.35,150.8,budget,1,north,NA,east,19500,sb,mt,pc,ww,NA,NA,NA,di,mr
1636,14.2,14.08,199.94,luxury,2,north,west,east,51100,db,lt,pc,hw,bb,bt,dr,di,mr
1637,10.62,12.24,129.99,standard,1,north,NA,west,25800,db,lt,pc,hw,bb,NA,NA,di,mr
1638,10.79,12.39,133.69,standard,2,north,east,south,24500,sb,lt,mc,hw,NA,NA,NA,di,NA
1639,10.85,10.16,110.24,luxury,1,west,NA,east,64700,db,lt,ac,hw,bb,bt,NA,di,mr
1640,10.21,14.75,150.6,standard,1,north,west,NA,23800,db,mt,ac,fw,bb,NA,NA,di,NA
1641,12.66,11.35,143.69,luxury,1,north,NA,west,41500,db,mt,ac,hw,wb,bt,NA,di,mr
1642,12.6,12.61,158.89,standard,2,west,east,north,14300,db,mt,pc,NA,wb,NA,NA,di,NA
1643,11.24,9.73,109.37,standard,1,north,NA,south,20000,sb,mt,ac,ww,NA,NA,NA,di,mr
1644,13.71,9.71,133.12,standard,2,south,west,east,20300,sb,mt,mc,hw,NA,NA,NA,di,mr
1645,12.51,12.52,156.63,standard,1,south,NA,east,27900,sb,lt,pc,hw,bb,NA,NA,di,mr
1646,13.37,11.98,160.17,budget,2,north,south,west,16000,db,mt,pc,fw,NA,NA,NA,di,NA
1647,9.65,9.34,90.13,luxury,1,south,NA,west,33100,sb,mt,ac,ww,NA,bt,dr,di,NA
1648,12.72,12.37,157.35,budget,2,north,east,south,12500,sb,mt,mc,hw,wb,NA,NA,di,NA
1649,13.97,13.73,191.81,budget,2,south,north,east,12200,sb,mt,mc,hw,wb,NA,NA,di,mr
1650,10.35,10.51,108.78,budget,1,east,south,NA,18600,sb,lt,pc,fw,bb,NA,NA,di,NA
1651,12.68,10.36,131.36,standard,1,south,NA,west,18300,db,mt,mc,fw,bb,NA,NA,di,NA
1652,9.31,13.72,127.73,standard,1,west,east,NA,32900,db,mt,mc,fw,NA,NA,NA,di,NA
1653,10.62,11.71,124.36,luxury,1,south,NA,north,45000,sb,lt,ac,ww,bb,NA,dr,di,NA
1654,10.42,12.14,126.5,luxury,1,west,north,NA,37000,db,lt,ac,fw,bb,bt,NA,di,mr
1655,11.18,14.38,160.77,standard,2,east,south,north,19000,db,mt,pc,fw,NA,NA,NA,di,NA
1656,9.93,13.44,133.46,luxury,2,east,north,south,47200,db,mt,ac,NA,NA,NA,dr,di,NA
1657,9.18,13.94,127.97,budget,1,south,NA,west,17900,db,mt,mc,fw,bb,NA,NA,di,NA
1658,11.15,11.97,133.47,standard,1,east,south,NA,19200,db,lt,pc,fw,NA,NA,NA,di,NA
1659,12.68,11.61,147.21,budget,2,west,south,north,18600,sb,mt,pc,fw,NA,NA,NA,di,mr
1660,14.13,10.36,146.39,budget,1,west,east,NA,16600,sb,lt,pc,fw,wb,NA,NA,di,NA
1661,13.56,14.42,195.54,budget,2,north,west,south,20600,sb,lt,pc,hw,wb,NA,NA,di,mr
1662,14.19,12.28,174.25,standard,2,east,west,south,28800,sb,lt,mc,fw,wb,NA,NA,di,NA
1663,13.25,14.84,196.63,budget,2,east,south,north,21800,sb,lt,pc,hw,bb,NA,NA,di,mr
1664,9.07,11.81,107.12,budget,1,north,east,NA,13800,sb,mt,mc,hw,wb,NA,NA,di,NA
1665,11.15,11.04,123.1,luxury,1,west,NA,north,54400,db,lt,pc,fw,bb,bt,NA,di,NA
1666,9.56,14.46,138.24,budget,1,west,east,NA,13600,db,mt,pc,fw,NA,NA,NA,di,mr
1667,11.04,9.99,110.29,budget,1,south,NA,east,18700,db,mt,pc,ww,NA,NA,NA,di,mr
1668,11.84,14.9,176.42,budget,2,west,east,south,22900,sb,mt,pc,fw,wb,NA,NA,di,mr
1669,14.83,10.99,162.98,budget,2,north,west,east,10600,sb,mt,pc,ww,wb,NA,NA,di,NA
1670,10.89,11.78,128.28,luxury,2,north,south,west,28500,db,mt,ac,ww,bb,bt,dr,di,NA
1671,12.09,13.21,159.71,luxury,2,east,west,north,42800,db,mt,mc,ww,bb,bt,NA,di,NA
1672,14.18,9.01,127.76,standard,1,south,north,NA,14200,sb,mt,mc,fw,bb,NA,NA,di,mr
1673,11.51,13.51,155.5,budget,1,north,NA,south,17600,db,mt,pc,fw,NA,NA,NA,di,NA
1674,14.24,13.34,189.96,standard,2,east,north,west,25000,sb,mt,ac,ww,NA,NA,NA,di,mr
1675,9.51,11.4,108.41,standard,1,north,NA,west,10500,sb,mt,pc,hw,bb,NA,NA,di,NA
1676,10.84,13.73,148.83,budget,2,west,south,east,20100,db,lt,pc,fw,NA,NA,NA,di,mr
1677,13.23,13.13,173.71,standard,2,east,south,west,24700,db,mt,ac,fw,bb,NA,NA,di,mr
1678,11.32,13.75,155.65,budget,1,east,north,NA,12100,sb,mt,pc,NA,bb,NA,NA,di,NA
1679,11.91,9.17,109.21,budget,1,east,NA,north,10000,sb,mt,pc,fw,NA,NA,NA,di,mr
1680,11.84,11.66,138.05,budget,1,south,north,NA,10300,sb,mt,pc,NA,NA,NA,NA,di,NA
1681,12.19,10.01,122.02,standard,1,north,NA,south,14500,db,lt,mc,fw,NA,NA,NA,di,mr
1682,12.48,9.84,122.8,budget,2,east,north,south,12400,sb,mt,mc,fw,wb,NA,NA,di,NA
1683,13.38,9.89,132.33,standard,2,north,south,east,22500,db,mt,mc,ww,wb,NA,NA,di,NA
1684,14.26,14.66,209.05,budget,2,north,west,south,20000,sb,mt,mc,fw,wb,NA,NA,di,mr
1685,12.38,11.65,144.23,standard,2,east,west,south,27700,sb,lt,pc,ww,bb,NA,NA,di,NA
1686,9.66,14.12,136.4,budget,1,north,south,NA,17600,sb,mt,pc,fw,NA,NA,NA,di,mr
1687,13.58,14.58,198,standard,2,south,west,north,17400,db,lt,pc,fw,wb,NA,NA,di,NA
1688,14.99,13.06,195.77,budget,2,north,west,east,19500,sb,mt,mc,hw,wb,NA,NA,di,NA
1689,12.95,13.6,176.12,standard,2,west,east,south,20500,sb,lt,pc,fw,wb,NA,NA,di,mr
1690,12.46,13.19,164.35,standard,2,north,south,east,16300,sb,lt,mc,hw,NA,NA,NA,di,NA
1691,9.44,11.42,107.8,budget,1,east,NA,south,14900,sb,mt,pc,fw,NA,NA,NA,di,NA
1692,10.32,9.2,94.94,standard,1,east,north,NA,26200,sb,lt,pc,hw,bb,NA,NA,di,mr
1693,9.43,13.1,123.53,standard,1,south,NA,west,14300,sb,lt,ac,hw,bb,NA,NA,di,mr
1694,13.99,13.33,186.49,luxury,2,north,south,east,35700,kb,lt,mc,hw,bb,NA,NA,di,NA
1695,14.64,9.5,139.08,budget,1,west,NA,north,19900,sb,mt,mc,fw,NA,NA,NA,di,mr
1696,9.76,13.12,128.05,luxury,2,south,north,east,40000,sb,lt,ac,ww,NA,bt,dr,di,mr
1697,14.66,10.61,155.54,standard,2,west,east,north,20600,sb,lt,mc,hw,wb,NA,NA,di,mr
1698,9.31,13.61,126.71,budget,1,south,north,NA,14400,db,mt,mc,hw,NA,NA,NA,di,NA
1699,9.22,11.37,104.83,standard,1,west,NA,south,15300,sb,lt,pc,fw,NA,NA,NA,di,mr
1700,9.35,9.67,90.41,budget,1,south,north,NA,20700,sb,mt,pc,ww,NA,NA,NA,di,NA
1701,9.43,13.42,126.55,luxury,2,south,north,west,45600,sb,lt,mc,ww,NA,NA,dr,di,NA
1702,9.1,13.62,123.94,budget,1,south,north,NA,15200,sb,mt,pc,hw,wb,NA,NA,di,NA
1703,12.41,12.98,161.08,standard,2,north,west,east,22700,sb,lt,mc,fw,wb,NA,NA,di,mr
1704,11.9,13.48,160.41,budget,2,east,south,west,18100,db,lt,mc,NA,bb,NA,NA,di,NA
1705,11.19,10.35,115.82,budget,2,west,east,south,14200,sb,lt,pc,ww,wb,NA,NA,di,NA
1706,14.7,11.02,161.99,luxury,2,south,north,east,58100,db,lt,mc,fw,bb,bt,dr,di,NA
1707,13.57,11.13,151.03,budget,1,south,NA,west,20700,sb,mt,pc,fw,wb,NA,NA,di,mr
1708,9.3,14.06,130.76,budget,1,west,east,NA,13700,sb,mt,pc,hw,bb,NA,NA,di,mr
1709,12.25,10.31,126.3,luxury,2,north,south,west,48000,sb,lt,mc,fw,NA,NA,dr,di,NA
1710,9.97,11.86,118.24,standard,2,west,east,south,16800,sb,lt,mc,ww,bb,NA,NA,di,mr
1711,11.14,14.56,162.2,budget,2,south,west,north,17300,db,mt,pc,fw,NA,NA,NA,di,mr
1712,10.13,14.94,151.34,luxury,1,south,west,NA,30700,sb,lt,ac,hw,NA,NA,NA,di,NA
1713,10.69,12.38,132.34,luxury,2,east,south,west,51900,db,mt,ac,hw,wb,bt,NA,di,NA
1714,10.96,14.04,153.88,standard,2,north,west,south,25500,sb,lt,pc,ww,NA,NA,NA,di,mr
1715,10.53,10.77,113.41,budget,1,west,NA,south,16200,sb,mt,mc,fw,NA,NA,NA,di,NA
1716,9.91,14.26,141.32,standard,1,east,north,NA,25500,sb,lt,mc,hw,bb,NA,NA,di,mr
1717,13.34,10.2,136.07,budget,1,east,NA,north,19600,db,lt,pc,fw,wb,NA,NA,di,NA
1718,10.29,11.23,115.56,luxury,2,east,west,south,31700,db,mt,ac,ww,wb,bt,NA,di,mr
1719,12.11,10.61,128.49,budget,1,west,NA,east,10200,db,mt,pc,hw,bb,NA,NA,di,mr
1720,14.01,13.18,184.65,luxury,2,west,east,north,58500,db,lt,ac,fw,wb,bt,dr,di,mr
1721,12.99,9.94,129.12,budget,1,north,NA,south,19300,sb,mt,pc,ww,NA,NA,NA,di,mr
1722,14.03,9.07,127.25,budget,2,south,north,west,16800,sb,mt,pc,hw,bb,NA,NA,di,mr
1723,10.85,11.89,129.01,standard,2,west,north,east,10700,db,mt,mc,fw,wb,NA,NA,di,NA
1724,13.78,10.5,144.69,standard,2,west,east,north,27900,sb,mt,mc,fw,wb,NA,NA,di,mr
1725,10.15,11.47,116.42,budget,1,south,NA,east,13200,db,mt,pc,hw,wb,NA,NA,di,mr
1726,14.67,12.85,188.51,budget,2,south,west,north,16700,sb,mt,mc,hw,NA,NA,NA,di,mr
1727,14.51,9.07,131.61,luxury,1,south,NA,west,64200,sb,lt,ac,ww,wb,bt,dr,di,mr
1728,12.94,14.81,191.64,budget,2,east,west,north,14500,sb,lt,pc,fw,NA,NA,NA,di,mr
1729,12.32,12.85,158.31,budget,1,south,NA,east,22400,db,mt,pc,hw,NA,NA,NA,di,NA
1730,9.93,14.67,145.67,budget,1,south,west,NA,21300,db,mt,pc,fw,NA,NA,NA,di,mr
1731,12.37,14.64,181.1,luxury,2,south,north,east,66300,kb,lt,ac,hw,wb,NA,dr,di,NA
1732,13.95,12.08,168.52,luxury,2,east,south,north,56400,db,lt,mc,ww,NA,bt,dr,di,NA
1733,9.08,10.49,95.25,standard,1,north,NA,south,14600,db,mt,pc,fw,wb,NA,NA,di,NA
1734,11.96,10.7,127.97,budget,1,west,south,NA,10200,db,mt,pc,fw,bb,NA,NA,di,NA
1735,12.23,10.61,129.76,standard,2,west,north,east,26900,sb,mt,mc,hw,wb,NA,NA,di,NA
1736,12,13.71,164.52,standard,2,south,north,east,20200,db,lt,mc,hw,NA,NA,NA,di,mr
1737,11.46,12.93,148.18,standard,1,north,NA,west,30400,sb,mt,pc,ww,bb,NA,NA,di,NA
1738,14.55,11.66,169.65,budget,2,south,west,north,17500,sb,mt,mc,ww,wb,NA,NA,di,NA
1739,11.13,11.13,123.88,luxury,1,south,NA,north,53300,db,mt,ac,ww,NA,NA,dr,di,NA
1740,9.08,10.78,97.88,standard,1,east,north,NA,18600,db,mt,mc,fw,wb,NA,NA,di,mr
1741,13.39,12.09,161.89,standard,2,south,east,north,15500,sb,mt,mc,hw,bb,NA,NA,di,mr
1742,10.87,10,108.7,budget,1,east,south,NA,10000,sb,mt,mc,hw,NA,NA,NA,di,mr
1743,12.25,13.18,161.45,standard,2,east,south,north,17800,sb,mt,mc,ww,NA,NA,NA,di,mr
1744,11.77,14.88,175.14,luxury,2,north,west,south,34700,db,mt,ac,ww,wb,bt,NA,di,mr
1745,12.36,12.77,157.84,standard,2,west,south,east,27200,sb,lt,pc,fw,wb,NA,NA,di,mr
1746,12.06,13.92,167.88,standard,2,north,south,east,28400,db,lt,mc,ww,NA,NA,NA,di,mr
1747,14.26,11.34,161.71,budget,2,north,west,east,18600,sb,mt,mc,fw,NA,NA,NA,di,mr
1748,9.42,13.38,126.04,standard,1,west,east,NA,21100,db,mt,pc,hw,wb,NA,NA,di,mr
1749,11.9,9.03,107.46,standard,1,west,NA,north,10700,db,mt,mc,hw,NA,NA,NA,di,mr
1750,13.28,11.32,150.33,budget,2,west,north,south,25100,db,lt,mc,hw,NA,NA,NA,di,NA
1751,12.79,9.94,127.13,standard,2,south,north,east,29100,db,mt,pc,ww,NA,NA,NA,di,NA
1752,12.51,9.8,122.6,standard,2,east,south,north,10700,sb,lt,pc,fw,NA,NA,NA,di,NA
1753,10.62,10.15,107.79,budget,1,south,NA,north,20700,sb,mt,mc,fw,NA,NA,NA,di,NA
1754,13.49,9.9,133.55,standard,1,west,north,NA,24000,db,mt,mc,hw,wb,NA,NA,di,NA
1755,14.39,14.33,206.21,budget,2,west,east,north,26900,sb,mt,mc,hw,NA,NA,NA,di,NA
1756,14.62,13.81,201.9,luxury,2,north,east,south,40000,sb,lt,ac,ww,wb,bt,dr,di,NA
1757,10.88,12.93,140.68,standard,1,east,NA,west,22600,db,lt,mc,fw,NA,NA,NA,di,mr
1758,11.34,9.42,106.82,budget,1,north,west,NA,18200,sb,mt,pc,fw,NA,NA,NA,di,NA
1759,11.22,12.17,136.55,luxury,2,east,north,south,60000,db,mt,ac,fw,NA,bt,NA,di,mr
1760,12.88,9.33,120.17,luxury,2,east,west,north,45300,db,lt,mc,hw,wb,NA,dr,di,NA
1761,10.23,9.11,93.2,luxury,1,west,NA,south,42200,db,lt,mc,hw,NA,NA,NA,di,NA
1762,9.47,13.44,127.28,standard,2,west,east,south,13300,db,lt,ac,hw,wb,NA,NA,di,NA
1763,12.01,14.86,178.47,standard,2,west,east,north,23500,db,lt,mc,hw,NA,NA,NA,di,NA
1764,13.71,9.77,133.95,luxury,2,west,east,north,48500,sb,mt,pc,ww,wb,bt,dr,di,mr
1765,10.61,9.61,101.96,standard,1,west,NA,north,22300,db,lt,mc,fw,wb,NA,NA,di,NA
1766,9.12,13.96,127.32,budget,1,west,north,NA,16500,sb,mt,mc,fw,wb,NA,NA,di,NA
1767,9.5,11.91,113.14,budget,1,east,NA,south,15800,db,mt,pc,fw,wb,NA,NA,di,NA
1768,14.91,11.37,169.53,standard,2,east,south,north,14200,db,lt,pc,hw,NA,NA,NA,di,NA
1769,11.05,12.23,135.14,luxury,2,east,north,south,16500,sb,lt,mc,hw,wb,NA,dr,di,NA
1770,12.08,14.42,174.19,standard,2,north,south,east,34300,db,mt,mc,hw,NA,NA,NA,di,mr
1771,11.23,12.97,145.65,standard,2,south,west,east,22700,db,lt,ac,hw,bb,NA,NA,di,mr
1772,13.71,10.52,144.23,budget,1,south,west,NA,15700,sb,lt,mc,fw,NA,NA,NA,di,mr
1773,14.24,10.5,149.52,budget,2,south,north,east,19200,db,mt,pc,fw,wb,NA,NA,di,mr
1774,9.48,10.75,101.91,luxury,1,west,east,NA,59000,sb,lt,ac,hw,NA,bt,NA,di,NA
1775,14.61,11.25,164.36,standard,2,south,east,west,18000,db,mt,ac,hw,bb,NA,NA,di,mr
1776,12.31,11.63,143.17,budget,2,south,west,north,11600,db,mt,pc,fw,NA,NA,NA,di,NA
1777,14.53,13.17,191.36,budget,2,east,south,west,17900,db,mt,pc,ww,NA,NA,NA,di,NA
1778,10.91,13.5,147.28,budget,2,east,south,west,13800,sb,mt,pc,NA,NA,NA,NA,di,NA
1779,12.67,13.07,165.6,budget,2,south,east,west,12900,sb,lt,pc,hw,NA,NA,NA,di,NA
1780,11.04,11.04,121.88,luxury,1,west,east,NA,56900,db,mt,pc,ww,wb,NA,dr,di,mr
1781,12.57,9.9,124.44,budget,2,south,north,east,10500,sb,mt,pc,ww,NA,NA,NA,di,mr
1782,10.68,13.3,142.04,luxury,2,east,west,south,56900,sb,lt,mc,ww,wb,bt,dr,di,NA
1783,9.94,13.41,133.3,luxury,2,north,east,south,55500,db,lt,ac,ww,NA,bt,NA,di,NA
1784,13.97,12.4,173.23,luxury,2,east,west,south,27600,kb,lt,ac,fw,NA,bt,NA,di,NA
1785,14.88,10.29,153.12,budget,2,north,west,east,20900,db,mt,mc,ww,NA,NA,NA,di,NA
1786,11.54,13.76,158.79,budget,1,east,west,NA,23900,sb,mt,pc,hw,bb,NA,NA,di,mr
1787,10.52,12.47,131.18,standard,2,south,east,north,18000,db,mt,mc,ww,wb,NA,NA,di,NA
1788,10.1,9.84,99.38,standard,1,east,south,NA,22800,db,lt,mc,ww,wb,NA,NA,di,NA
1789,12.19,9.2,112.15,standard,1,north,NA,west,27600,db,mt,pc,fw,wb,NA,NA,di,mr
1790,9.26,13.16,121.86,standard,2,east,west,south,29900,db,mt,pc,hw,wb,NA,NA,di,mr
1791,11.13,11.48,127.77,budget,1,south,NA,north,11000,sb,lt,pc,fw,wb,NA,NA,di,NA
1792,10.39,12.01,124.78,standard,1,east,west,NA,18500,sb,lt,mc,fw,wb,NA,NA,di,mr
1793,10.89,9.26,100.84,budget,1,north,NA,east,19400,sb,lt,pc,ww,bb,NA,NA,di,mr
1794,10.69,14.07,150.41,luxury,1,west,south,NA,53700,sb,lt,mc,hw,NA,NA,NA,di,mr
1795,10.27,14.14,145.22,budget,2,west,south,north,22900,sb,lt,pc,hw,NA,NA,NA,di,NA
1796,14.63,10.09,147.62,budget,1,east,north,NA,14600,sb,lt,mc,fw,NA,NA,NA,di,mr
1797,13.41,13.14,176.21,luxury,2,south,west,north,33900,kb,lt,mc,NA,wb,bt,NA,di,NA
1798,9.3,9.24,85.93,standard,1,north,west,NA,22000,sb,mt,ac,ww,wb,NA,NA,di,mr
1799,11.18,12.4,138.63,standard,1,south,NA,west,15000,sb,lt,mc,fw,bb,NA,NA,di,NA
1800,10.54,10.36,109.19,luxury,1,north,south,NA,56000,db,lt,ac,fw,wb,bt,NA,di,mr
1801,11.65,11.01,128.27,standard,2,west,east,south,17000,db,mt,mc,hw,wb,NA,NA,di,mr
1802,10.03,13.96,140.02,budget,1,south,north,NA,13700,sb,mt,pc,ww,NA,NA,NA,di,mr
1803,11.47,10.44,119.75,budget,1,east,NA,north,12000,sb,mt,pc,fw,wb,NA,NA,di,NA
1804,11.67,12.03,140.39,budget,2,west,east,south,17100,db,mt,mc,fw,bb,NA,NA,di,NA
1805,11.56,10.98,126.93,standard,2,north,east,south,26400,sb,mt,mc,ww,wb,NA,NA,di,NA
1806,10.94,10.26,112.24,luxury,2,south,west,east,51500,db,lt,ac,ww,NA,bt,dr,di,NA
1807,13.65,9.03,123.26,luxury,1,south,NA,west,36900,sb,lt,mc,hw,wb,bt,dr,di,NA
1808,9.51,13.4,127.43,luxury,2,south,east,north,54500,db,lt,ac,ww,wb,bt,NA,di,NA
1809,10.05,10.78,108.34,standard,1,east,NA,west,27900,sb,lt,mc,fw,bb,NA,NA,di,NA
1810,13.8,14.18,195.68,budget,2,south,east,west,15500,db,mt,mc,NA,NA,NA,NA,di,mr
1811,12.78,12.49,159.62,luxury,1,east,NA,south,44600,kb,lt,ac,hw,NA,NA,dr,di,mr
1812,14.56,11.76,171.23,luxury,2,west,south,north,54600,db,lt,mc,hw,wb,bt,NA,di,NA
1813,9.08,12.24,111.14,budget,2,west,north,south,16700,db,mt,pc,NA,wb,NA,NA,di,mr
1814,9.83,9.49,93.29,standard,1,east,west,NA,25500,db,mt,pc,NA,bb,NA,NA,di,NA
1815,10.83,11.42,123.68,budget,1,north,NA,west,17900,sb,mt,pc,hw,NA,NA,NA,di,NA
1816,13.38,12.72,170.19,standard,2,north,south,west,15900,sb,lt,mc,ww,wb,NA,NA,di,mr
1817,12.14,10.69,129.78,standard,2,east,west,north,22100,db,lt,pc,ww,wb,NA,NA,di,mr
1818,10.51,10.85,114.03,standard,2,south,north,east,15300,sb,mt,mc,hw,bb,NA,NA,di,mr
1819,12.34,11.15,137.59,standard,2,north,south,west,18000,sb,mt,ac,hw,wb,NA,NA,di,mr
